"rules","support","confidence","coverage","lift","count"
"{ORF1a.A599V,ORF1a.I2230T,ORF1a.Q3966R} => {ORF1b.D2270Y}",0.0102691016068323,0.993051297772328,0.0103409578436366,93.9946196065291,4859
"{ORF1a.A1708D,ORF1a.A599V,ORF1a.Q3966R} => {ORF1b.D2270Y}",0.0102965760503163,0.992462823385618,0.0103747725433092,93.9389191344074,4872
"{ORF1a.A599V,ORF1a.Q3966R} => {ORF1b.D2270Y}",0.0103092565626935,0.99227013832384,0.010389566474416,93.9206810442642,4878
"{ORF1a.A599V,ORF1a.Q3966R,ORF1a.T1001I} => {ORF1b.D2270Y}",0.0103050297252344,0.992266992266992,0.0103853396369569,93.9203832626517,4876
"{ORF1a.A599V,ORF1a.Q3966R,ORF1b.K1383R} => {ORF1b.D2270Y}",0.0103029163065049,0.992265418278038,0.0103832262182274,93.9202342809291,4875
"{ORF1a.A599V,ORF1a.Q3966R,ORF8.Y73C} => {ORF1b.D2270Y}",0.0103029163065049,0.992265418278038,0.0103832262182274,93.9202342809291,4875
"{N.S235F,ORF1a.A599V,ORF1a.Q3966R} => {ORF1b.D2270Y}",0.0103008028877754,0.992263843648209,0.0103811127994979,93.9200852385461,4874
"{ORF1a.A599V,ORF1a.Q3966R,S.D614G} => {ORF1b.D2270Y}",0.0103008028877754,0.992263843648209,0.0103811127994979,93.9200852385461,4874
"{ORF1a.A599V,ORF1a.Q3966R,S.A570D} => {ORF1b.D2270Y}",0.0102986894690458,0.992262268377113,0.0103789993807683,93.9199361354657,4873
"{ORF1a.A599V,ORF1a.Q3966R,S.P681H} => {ORF1b.D2270Y}",0.0102986894690458,0.992262268377113,0.0103789993807683,93.9199361354657,4873
"{ORF1a.A599V,ORF1a.Q3966R,ORF8.R52I} => {ORF1b.D2270Y}",0.0102944626315867,0.992259115909554,0.0103747725433092,93.9196377470646,4871
"{ORF1a.A599V,ORF1a.Q3966R,S.D1118H} => {ORF1b.D2270Y}",0.0102944626315867,0.992259115909554,0.0103747725433092,93.9196377470646,4871
"{ORF1a.A599V,ORF1a.Q3966R,S.T716I} => {ORF1b.D2270Y}",0.0102902357941277,0.992255960872223,0.0103705457058502,93.9193391154286,4869
"{ORF1a.A599V,ORF1a.Q3966R,S.S982A} => {ORF1b.D2270Y}",0.0102817821192095,0.992249643075668,0.010362092030932,93.9187411212612,4865
"{N.R203K,ORF1a.A599V,ORF1a.Q3966R} => {ORF1b.D2270Y}",0.0102775552817504,0.992246480310141,0.0103578651934729,93.9184417581333,4863
"{ORF1a.A599V,ORF1a.Q3966R,ORF1b.P314L} => {ORF1b.D2270Y}",0.0102691016068323,0.992240147028793,0.0103494115185548,93.9178422982943,4859
"{N.G204R,ORF1a.A599V,ORF1a.Q3966R} => {ORF1b.D2270Y}",0.0102648747693732,0.992236976506639,0.0103451846810957,93.9175422009836,4857
"{N.D3L,ORF1a.A599V,ORF1a.Q3966R} => {ORF1b.D2270Y}",0.0102374003258892,0.992216304793118,0.0103177102376117,93.915585575124,4844
"{ORF1a.A599V,ORF1a.Q3966R,S.N501Y} => {ORF1b.D2270Y}",0.0100788939211737,0.992094861660079,0.0101592038328962,93.9040906995628,4769
"{N.D3L,ORF1a.A599V,ORF1b.K1383R} => {ORF1b.D2270Y}",0.0102479674195369,0.97959595959596,0.0104614227112204,92.7210404909265,4849
"{ORF1a.A599V,ORF1a.I2230T,ORF1b.K1383R} => {ORF1b.D2270Y}",0.010283895537939,0.979468599033816,0.0104994642483521,92.7089855169101,4866
"{ORF1a.A1708D,ORF1a.A599V,ORF1b.K1383R} => {ORF1b.D2270Y}",0.010311369981423,0.978932584269663,0.0105332789480247,92.6582504703188,4879
"{ORF1a.A599V,ORF1b.K1383R} => {ORF1b.D2270Y}",0.0103240504938003,0.978761771188139,0.0105480728791315,92.6420826140784,4885
"{ORF1a.A599V,ORF1a.T1001I,ORF1b.K1383R} => {ORF1b.D2270Y}",0.0103198236563412,0.978753257165765,0.0105438460416724,92.6412767420191,4883
"{ORF1a.A599V,ORF1b.K1383R,ORF8.Y73C} => {ORF1b.D2270Y}",0.0103177102376117,0.978748997594226,0.0105417326229428,92.6408735636462,4882
"{N.S235F,ORF1a.A599V,ORF1b.K1383R} => {ORF1b.D2270Y}",0.0103155968188821,0.978744736314417,0.0105396192042133,92.6404702235815,4881
"{ORF1a.A599V,ORF1b.K1383R,S.D614G} => {ORF1b.D2270Y}",0.0103155968188821,0.978744736314417,0.0105396192042133,92.6404702235815,4881
"{ORF1a.A599V,ORF1b.K1383R,S.A570D} => {ORF1b.D2270Y}",0.0103134834001526,0.978740473325311,0.0105375057854838,92.6400667217278,4880
"{ORF1a.A599V,ORF1b.K1383R,S.P681H} => {ORF1b.D2270Y}",0.0103134834001526,0.978740473325311,0.0105375057854838,92.6400667217278,4880
"{ORF1a.A599V,ORF1b.K1383R,ORF8.R52I} => {ORF1b.D2270Y}",0.0103092565626935,0.978731942215088,0.0105332789480247,92.6392592322638,4878
"{ORF1a.A599V,ORF1b.K1383R,S.D1118H} => {ORF1b.D2270Y}",0.0103092565626935,0.978731942215088,0.0105332789480247,92.6392592322638,4878
